A1,A2,X.1,X.2,X.3,X.4,Y,D,S,S_prob
1,0,1.3516337514926127,-0.6949810448723486,2.105689095869153,-1.3059206730186075,1,0,1,0.918
0,0,0.560631096470928,-1.5722701829819437,2.324975464136557,-2.3591435854490603,1,0,1,0.746
0,0,0.8810569878806429,-1.4900260604942845,2.4865055407166796,-1.7337471877084705,0,0,1,0.6
0,0,0.7961593608943349,-1.3336509498644717,1.002312909340282,-2.4122295563715443,0,0,0,0.306
0,0,0.9927025822933143,-0.9264702432324952,1.537715679714676,-1.8262340911700066,1,0,1,0.756
0,1,1.816306058806003,-0.7356276814648203,1.9119877670280674,-2.1152417654301723,0,1,0,0.262
0,1,0.4171796073146843,-0.1667455067156971,1.7056004612927473,-1.7085403468220774,1,0,1,0.51
1,0,1.617128111115143,-0.5377162016022505,1.4576285068472925,-2.185678528394402,1,0,1,0.626
1,0,1.3678381085227849,-1.7064120923042694,2.0910883404793417,-2.4341015437151543,0,0,1,0.536
1,1,1.1827995037250765,-0.921987478743396,2.5217492359137488,-1.9116115181975237,0,1,0,0.362
1,0,0.3875420952006262,0.22442741424244717,2.728850611297858,-1.4081461070123358,1,0,1,0.756
0,0,1.694440421210674,-1.2804834090196482,1.2999226418617524,-2.234500036418367,0,0,1,0.574
1,1,0.5051198950481827,-0.41852242702085585,2.1569584664575947,-2.871754929421859,0,1,0,0.104
1,0,0.7363064371234755,-0.47682315547420473,1.5847698119128335,-2.2795455085407883,0,0,1,0.688
0,0,1.25693472567666,-1.1601776173268636,1.765482850311738,-1.565974617332543,1,0,1,0.83
0,0,0.6490416872662937,-1.3154565440498598,2.540132696392781,-1.5655197546546378,1,0,1,0.778
0,0,0.4741320839830503,-0.15738115409663156,2.105419452053216,-0.8302822105098422,1,0,1,0.618
0,1,0.5699171287666551,-0.481757597666981,2.9663338874072265,-1.2935392431058808,1,0,1,0.54
0,0,0.5417087015403308,-1.829269072874832,2.104057301608307,-1.4357490214405755,1,0,1,0.678
0,1,1.0479166316806758,-1.0718842430471935,2.0503989031639116,-1.2198667204166134,1,0,1,0.638
0,0,1.5587235989965953,-0.4522465764127699,1.97682405527532,-1.5748565485646853,1,0,1,0.894
1,0,0.07625478460535895,-1.1918213683022165,3.3519146535464888,-1.662293211915107,1,0,0,0.486
1,0,0.8958170260128808,-1.1886484419953063,1.502088514193315,-3.1071046722723206,1,1,0,0.426
1,1,1.091098488787907,-0.5748616817994716,2.5786269628314904,-2.311869088237222,0,0,1,0.562
0,0,0.9075619799476606,-1.6548851755316254,0.7782704331245862,-0.7065193351346466,0,0,1,0.584
0,0,0.7582543888477894,-1.4680713519562352,1.8386529921074213,-1.6303273275836645,1,0,0,0.444
0,0,1.0573956489004461,-1.1141807439253038,1.9767775097824902,-1.4386834923887566,1,0,1,0.93
0,0,1.421832065395886,-1.4988875569619997,2.673346511724156,-2.063276499426111,1,0,1,0.744
0,0,1.7190962847649054,-1.079613233564366,2.077497531046633,-2.7556212990230913,1,1,1,0.616
0,0,1.2377471965555693,-1.378647921360945,1.6295595565249243,-1.6517822718354913,0,0,1,0.558
0,0,1.4355946100545072,-1.4411485664462367,2.068849434544571,-2.079039840346473,0,0,1,0.67
0,1,1.1693004533027087,-1.2067316477002652,3.154204902991908,-2.0770638246323987,1,0,1,0.596
0,0,1.2545927272450883,-1.36798381921122,1.8430520230821732,-4.185261276705771,1,0,0,0.39
0,1,1.7654511918883184,-1.2114613455366319,1.8504267823654927,-0.4723087489726341,1,0,1,0.758
1,0,0.4273562410940973,-0.4323337191586598,1.6306448496595107,-2.2875564766782297,0,0,1,0.558
1,0,0.674422804728603,-0.18243009479004135,1.9240361106015749,-1.6067169127645442,1,0,1,0.602
0,0,2.1374920172284364,-2.176559088194602,1.449515413503556,-1.776036734060614,1,0,1,0.57
1,1,1.0834716113042373,-0.6524331431649293,2.1776441533237594,-1.7781255245652097,1,1,0,0.38
0,0,1.8094945268376108,-1.1455047495556276,2.7188691955256092,-0.7753687026537044,1,0,1,0.944
1,0,1.1008936390195037,-1.2723689430212213,1.676544434744678,-1.4016291052687577,0,0,1,0.684
0,0,2.0365625607369147,-1.20162598905964,2.5346611907802292,-0.7837874269142142,1,0,1,0.93
1,1,0.4614527933328668,-0.30554803043380685,2.5693682357198195,-2.4613405305783274,0,1,0,0.176
1,0,0.8846173911800648,-1.286171083591481,1.4788616488602035,-3.0083000077287467,1,0,0,0.386
0,0,1.4755131431839696,0.27187290951105747,2.489399347742488,-2.1647944284555205,1,0,1,0.802
0,0,1.0783505220650718,-0.8994792222161327,2.1270975007541177,-2.891331812925343,0,1,0,0.466
0,1,0.8677944231865534,-0.44116083850230725,1.2608963742349029,-1.7689911006230694,0,1,1,0.53
0,0,0.060363857529869724,-1.1624265836616219,2.4107166715097015,-2.4427100751018997,1,0,0,0.496
1,1,1.03939024292916,0.31750576071584824,1.7771892592396068,-1.6730091514531389,1,1,0,0.39
0,1,1.6592941772698144,-0.1763799937294911,1.3904128788585208,-2.7123006464836243,0,1,0,0.368
1,0,0.7910741510504866,-0.24315706863411746,1.4043380723096455,-1.7140081342058322,1,0,1,0.586
0,0,0.5357188501727785,-1.4705736661480306,2.9890297573725055,-1.882255542666608,1,0,1,0.732
0,1,1.6215656896831367,-0.9399769232653401,1.331556014568927,-1.7196832087633491,0,0,1,0.668
0,0,1.5432670750532296,-0.5620431522238475,1.969754292880205,-1.9098952172648274,1,0,1,0.888
1,0,1.3459253060380352,-1.3453318667107297,2.0365793246469193,-2.1835587475897906,1,0,1,0.522
1,0,0.1718137268796075,-1.4946682195142944,2.8010836084982196,-1.0090912791942093,1,0,0,0.342
1,1,1.291001631895414,-0.5215037547044054,1.5999769953314813,-1.440094677615074,1,0,1,0.684
0,0,1.847104620436981,-1.5446586181602635,2.860869665520473,-2.450841219164588,1,0,1,0.872
1,0,-0.6448476387620132,-0.6491495683066797,2.0287203796303834,-1.9722802876361045,0,1,0,0.318
1,0,1.696044155254371,-0.28758089542013154,1.6189967976110424,-1.6371526774877634,0,0,1,0.63
1,1,0.8721239900284754,-0.7931186807650744,2.0768924201573853,-2.575032468168481,0,0,0,0.25
0,1,0.7298658835855472,-1.6821704504571278,1.318801077009176,-1.8651629121472721,0,0,1,0.506
1,1,1.131044969919909,-0.960185211047912,2.266613063282556,-2.051234745339474,1,1,0,0.184
0,0,1.2996312894602848,-1.3528893351009497,1.250754114446121,-1.4772351905731975,1,0,0,0.478
0,0,0.22390601011881417,-0.25058117782839384,2.316915663702789,-1.9273435001544035,0,0,1,0.762
1,0,0.8761857569262858,-0.22965640395446252,1.8135679098606794,-1.1263041578134736,1,1,0,0.486
1,1,0.7530286200676951,-1.7758176182411263,2.1507374080260195,-2.5566201233109083,0,0,0,0.38
1,1,0.644252838527151,-1.8890919208696322,3.429392559784592,-2.2932730259194685,1,0,1,0.63
1,1,0.8921064434695167,-1.3403600070175874,2.8760711408142665,-0.7925304156717463,1,0,1,0.578
0,0,1.4864104222749637,-2.2709459542038797,2.511703425929197,-1.8869594996834225,1,0,0,0.438
0,0,0.799985306995258,-1.0117159439654702,2.465179408953893,-1.8881064016639453,1,0,1,0.61
1,1,0.9686188439961928,-0.7936754209458079,2.254787713385713,-1.6866790643116945,1,1,0,0.22
0,1,1.2059202711742265,-0.7748720052793214,2.3653812517085724,-1.9199401940670917,1,0,1,0.676
0,0,0.6252631172821956,-0.5843952304900117,2.8475610343763567,-1.9409762596008444,1,0,1,0.91
0,0,0.8536357366503036,-0.7468306214099292,1.9280980276536182,-1.3726829633050697,1,0,1,0.758
0,0,0.08878492267607774,-1.3253722043815759,1.9376910271879464,-2.5618148952554054,1,0,0,0.192
0,1,0.5147522394403774,-0.7553981443302258,1.992418292809239,-2.3218181388312336,1,1,0,0.324
0,0,0.845233408494195,-0.418074897443122,2.1715710549842235,-2.227361491212252,0,0,1,0.912
0,1,1.2160863247442049,-0.5473277424947616,1.8527023810416718,-2.2765753050064803,0,0,1,0.698
0,0,0.5394200254447319,-0.38815432140763106,1.8708685158424792,-2.4492749050619516,0,0,1,0.678
0,0,0.7651241902147055,-1.1850017246517188,1.662231219895135,-1.3531186458808704,0,0,1,0.686
0,0,1.0143960376353485,-0.9583822530708661,2.8063888833416195,-2.217506234091987,1,0,1,0.838
1,0,1.6343330533186435,-1.0003751119917803,2.183985010968472,-2.4447580695907636,1,0,1,0.778
1,1,1.0190190711654776,-0.8868558099276458,2.071468155736446,-1.544543653954003,1,1,0,0.348
0,0,1.2741936593825305,-1.3116334735591701,2.983919592384496,-1.826687792877222,1,0,1,0.936
0,0,0.6413572161754415,-1.1801701905140214,3.1294343461625047,-2.2436501262619903,1,0,1,0.892
0,0,1.6617108957656987,-1.5250225766971637,1.7366792201585337,-2.1884287324414813,1,0,1,0.614
1,1,1.1877954601893823,-0.7302194464832263,2.0624428161700874,-1.6205244188149313,0,0,1,0.572
0,0,1.279470056875865,-0.43160967110502957,1.918268917772845,-2.4493013117893514,1,0,1,0.778
0,1,0.40604026979242425,-0.27420116586771937,2.102200326399282,-1.9840586064346228,0,0,1,0.502
0,0,1.3004608283493455,-0.757755453652539,1.7235413328877989,-2.002656836935332,1,0,1,0.794
0,0,-0.17521280397747874,-0.8620653065511681,1.5228431032669296,-2.3199959617619466,0,0,1,0.518
1,1,1.5180973328770677,-1.8547039755706267,1.2174300467680834,-1.846542992811925,1,0,0,0.266
0,0,0.7852440853946783,-0.3970076793731526,1.5971092012862382,-1.8583697521268419,0,0,1,0.806
0,0,1.8898970798529513,-1.5810869708614712,2.218773929720545,-1.6883451973789374,0,0,1,0.764
1,0,1.3188657647620063,-0.9703692905981434,2.0342425374937143,-2.873289339374765,1,0,0,0.306
0,0,0.9085003187357233,-1.6032523623548234,1.3554254311497056,-2.295477500400695,0,0,0,0.178
0,0,1.185927148403457,-0.3205738033706955,1.401591861831728,-1.9238508854156326,1,0,1,0.638
0,1,1.3331172291200244,-0.7243454007081044,1.5082273713668244,-2.0472415168473352,1,1,0,0.39
0,1,-0.017977230010237655,-2.1524455006482133,2.43741246180987,-1.2644519520377382,1,0,1,0.502
0,0,0.7173736776563157,-0.8603245372940038,1.392920027424134,-2.545241692627835,0,0,1,0.55
1,0,0.507858444026704,-0.9854465322390122,1.5974407091139753,-2.1466758406020583,0,1,0,0.242
0,0,1.4571230739622678,-1.059872909670962,2.027478289373151,-1.444843739128506,1,0,1,0.898
0,1,0.8810128403565313,-1.6052603294421517,1.610330334057606,-1.4790670029188577,1,0,0,0.498
0,1,1.3140203221883326,-0.6940656843861805,2.654960558510888,-2.0294982003820152,1,0,1,0.722
0,0,1.039336705352624,-1.4343994978217265,2.715503633195358,-1.4695999607808223,1,0,1,0.83
0,0,0.9125127136919957,-0.33804362768888796,1.5646158562691208,-1.2033932595209742,1,0,1,0.746
1,1,1.7143273821084977,-0.7415118657727329,2.1331388949607617,-1.9304645246890006,0,1,0,0.194
0,0,0.601602191464915,-1.1174373596679348,2.253353537793588,-2.3001165379077686,0,0,1,0.636
0,0,1.5544348653906437,-0.7702079975360134,1.8852146245238117,-1.8117983744823745,1,0,1,0.808
1,1,0.6872840764606248,-0.5668110431624773,1.3127047923615929,-1.809266654213666,0,0,0,0.348
0,0,-0.10221929236391336,-1.1191315885495308,2.507401451382564,-2.2431569279288035,0,0,0,0.396
1,1,1.2368441654381483,-0.5807845530026234,1.4018908806525454,-1.9399900912850232,0,1,0,0.362
0,0,1.3667519489323912,-1.4786108444084105,2.1656670729787417,-1.2135098894175438,1,0,1,0.856
0,0,0.5948184347185478,-1.053739275621135,1.3027722960656543,-1.9205416201424628,1,0,1,0.518
0,0,-0.5417783487936589,-1.1860223883628718,1.9067889394943245,-1.65665726571509,1,0,0,0.452
0,1,0.4372508809204274,-1.432930506309688,0.5443580761390585,-1.9865439352905152,0,0,0,0.198
0,0,1.478157527340173,-1.0193078519518366,2.53304919174107,-1.8769794239569666,1,0,1,0.784
0,0,0.955430547746754,-1.3622604034162404,2.3007787825339037,-2.238310706688092,1,0,1,0.838
0,0,0.31654389397096216,-0.29425022176314364,1.2040061069284766,-2.1794902880716767,0,0,1,0.626
0,0,0.3531253368096633,-0.9991070158016071,2.8593659712177524,-1.801992181193813,1,0,1,0.902
1,0,0.5226024332566033,-0.5032894303156022,1.6785635434259467,-1.788883309190015,1,0,1,0.708
0,1,-0.1808390263209687,-1.666563000016526,2.890557602592196,-1.7508863882008077,0,0,0,0.372
0,0,0.7199261386370263,-0.6975647596885006,1.324495309518616,-2.4748850379757297,1,0,0,0.334
0,1,1.228359932184574,-1.1196768954488616,1.0571767115213966,-2.57208458725155,0,1,0,0.212
0,0,1.4645692161298198,-0.6639579048831209,2.73209060714289,-1.127898863964574,1,0,1,0.682
1,1,2.169400368975248,-0.7909922631777886,2.849481115903299,-2.3267234046923697,1,1,1,0.576
0,1,1.2138835433346136,-0.4451157730831241,1.830005855208346,-2.994469986624325,0,1,0,0.43
1,1,1.1879402123630394,-0.8735130783055111,2.0799129699782855,-1.6157491631302032,0,0,1,0.502
1,1,0.11703009857229063,-1.0432500276105923,2.1952750858052217,-1.4960174733755267,1,1,0,0.242
0,0,1.1999666648323326,-0.9769018930473189,2.189263526470664,-2.6078324175410104,1,0,1,0.756
0,0,1.016557302251277,-2.0741373561128347,1.7048500117493277,-2.572057676428579,0,0,0,0.308
1,1,1.07199180449714,-0.7218349924505352,2.4463654099035255,-1.4344693040636036,1,0,1,0.614
1,1,1.9764401011811144,-0.727810257142955,0.8550939790570873,-2.0582626123223355,0,1,0,0.344
0,0,0.6577740892079564,-0.6312366104945037,1.0871926021611669,-2.0003433475721017,1,0,0,0.37
0,1,1.046813617151678,-1.2688100276141814,2.609250899549875,-2.686705249591639,1,1,0,0.398
0,1,1.740965426492479,-1.8877061599214202,1.1476074875337747,-2.066806587634811,0,0,0,0.34
0,0,0.6212427104409014,-1.0669731460872454,1.1942647232360906,-2.6670152905079494,0,0,0,0.242
0,0,1.110272953737499,-1.1267086458133406,2.0355472065352838,-1.508625647241892,0,0,1,0.9
1,0,0.5799606194475662,-1.2775729705707455,1.983667914465977,-2.0884691277022895,1,0,0,0.358
0,0,0.4213994990055838,-0.31403903763796603,2.6907765390282408,-1.1275844686627585,1,0,1,0.778
0,0,0.8569577487610852,-0.7472208171992779,1.4459302442536082,-2.3085270327101277,0,1,0,0.446
0,1,0.9310253355659698,-0.8225010206532026,2.474254504013071,-2.1569902777928673,0,1,1,0.72
1,1,1.2196304363552548,-0.9997759478831612,2.030069343263819,-1.2126480157408186,1,0,1,0.836
0,0,0.4730669112118657,-1.0180146875977156,3.5200915939745716,-1.8152827221465258,0,0,1,0.822
0,0,0.12094658356794408,-1.5934628300348503,2.3313182288257237,-2.239284923961403,1,0,0,0.36
0,0,2.3364724503279195,-1.2956687758432905,2.122566939698717,-2.1735256986842137,1,0,1,0.658
1,0,1.3875965424923224,-1.8060492058545874,1.834186294221968,-1.7499188124706313,1,0,1,0.568
0,0,1.0172269873619308,-1.2824183025485945,1.7259945723704793,-1.6775452843263063,0,0,1,0.614
0,1,1.6611419275150021,-0.9887223221889665,1.8663631240147003,-2.704307183485663,0,1,0,0.224
1,0,0.6221129319173635,-0.08654321685773891,1.5792553633918074,-1.381319400613364,0,0,1,0.624
0,0,0.7119935357796667,-1.237445203297838,2.9419623034009432,-1.8782711816279027,1,0,1,0.908
1,1,1.5342404602730113,-0.314188132490689,1.6337053638850125,-2.114840050033386,1,1,0,0.42
0,0,0.7823735105926568,-1.103061060353413,2.422360831873964,-2.6663417423217397,0,0,1,0.55
1,0,2.0853571912808153,-1.2100443248148056,2.456588815259887,-1.693623821074539,1,0,1,0.722
0,0,1.4827528310220777,-0.3954326314178228,2.5894427988715525,-1.7323246458206454,1,0,1,0.948
0,0,1.3482755747124542,-0.8925723173373356,2.0555550464817505,-1.4670243412843593,1,0,1,0.724
0,0,0.7252827967318644,-0.5554332875741634,1.8839987154108553,-1.941863499816583,1,0,1,0.658
1,1,0.47404058783168057,-0.9923005070722706,1.821353353167833,-2.0152553239839897,0,0,0,0.08
0,0,0.9826478528912973,-0.7005650448951375,1.9829117561059875,-1.7229464143970565,1,0,1,0.83
0,0,0.8018776607182203,-0.9786044050100129,2.9858024671460215,-2.4340129400150223,1,0,1,0.886
1,1,0.15134351840756255,-1.429074816184972,1.8958450260966244,-1.7448459028023937,0,0,0,0.342
0,0,1.3821784103292414,-1.422117479531943,2.3106219830660937,-0.9958950418856003,1,0,1,0.876
0,1,1.3676207105967313,-1.5421691567325946,2.079577879017133,-2.3045823199281625,1,0,1,0.61
0,0,0.45855730315207444,-1.2569376261935565,1.7573352263977526,-1.8273659082120455,0,0,0,0.344
1,1,0.6988841482535959,-0.6817391974194681,1.7536642836506577,-1.9447854283443549,1,1,0,0.232
0,0,1.106716473916802,0.22295698001834463,2.775393682540088,-2.2671537153841474,1,0,1,0.872
0,0,1.8589230677471322,-1.3986126370080476,1.9335531294102437,-2.4076648897845856,1,0,1,0.712
0,0,1.7979946742258939,-1.7724918583278182,1.7167568092208785,-1.8215966142096192,1,0,1,0.542
0,1,1.4442111715682118,-0.8071505353937645,1.8178729753125002,-3.048386738888464,0,1,0,0.136
1,1,1.3508396331715353,-0.8588366349122613,1.7983350249807382,-1.0654500549256873,1,0,1,0.68
1,1,0.9512837833305403,0.03997281923776774,1.6232048861817368,-1.5170320666040413,0,1,0,0.28
0,0,0.7300193577327404,-1.1207469791492357,1.227292695477956,-1.2973700467958211,1,0,1,0.692
1,0,1.8616314835629137,-1.5354794250843047,2.8324332194176733,-2.3245133318430637,1,0,1,0.758
0,0,0.2754478956187626,-1.5506663394820166,1.6024200930974493,-1.7687322786725115,1,0,0,0.276
0,0,1.2105443234913864,-1.0067204802463021,1.8947754514929585,-2.51567564810727,1,0,1,0.606
1,0,1.3508105442571712,-0.6297345971393948,2.167702264538393,-2.509600468804071,1,0,1,0.784
1,0,1.0815914566132276,-0.9385124354581031,2.3834193130330545,-2.287137146365768,0,0,1,0.538
0,0,1.8155298722946913,-1.1219202136522497,3.214163683014706,-1.4770713281830492,1,0,1,0.96
1,1,1.6648229572673534,-0.9354151527168634,2.3961594529767267,-1.9429685822761615,0,0,0,0.376
0,1,-0.03181494261124884,0.05198029797839854,0.9904646979478069,-2.3087220078149695,0,1,0,0.276
1,1,0.6422957206233211,-0.9821131338108229,1.5202022347091624,-2.538166274852858,0,0,0,0.072
1,0,0.38486325760858,-1.057762803322476,2.6319833792062735,-1.615918760521763,1,0,1,0.594
0,0,1.381135269399754,-0.18498084137289117,2.9532781074148176,-2.0515728602143226,1,0,1,0.906
1,1,0.6263091501977132,-1.5021688393737191,2.3100426177523863,-1.9168881415575538,1,0,0,0.242
0,0,0.5814988854865377,-0.5753442548464001,1.8542059643500095,-2.1360030510378527,0,0,1,0.728
0,0,0.749191581645237,-0.7548944299599603,2.795882715682603,-2.7511188190592213,1,0,1,0.754
0,1,1.3732785427834902,-1.173216816975422,2.467867665856311,-1.2173549416114788,1,0,1,0.716
0,0,1.58920452054369,-1.1203782387917343,2.2012600728948057,-1.897065701231016,1,1,1,0.854
0,0,0.9946146534959422,-1.4071342775938502,2.6801695070578746,-1.6706742615240255,1,0,1,0.736
0,0,0.5106019816845565,-0.023921324887520412,3.0622279987582903,-1.744027056295599,1,0,1,0.808
1,0,2.157218159182822,-0.6578236948917855,1.5948447325817547,-0.977554857963945,1,0,1,0.748
0,1,1.1890896768605128,-1.4811524166913728,2.2538209297176586,-1.0668036280696338,1,1,1,0.694
0,0,1.3720220764939524,-0.8017007280244183,2.5477356426737376,-2.495526355839698,1,0,1,0.858
0,0,1.6862076706553268,-1.0399160858237313,2.233418422321091,-1.553493001464349,1,0,1,0.824
0,0,1.1238023764226164,-1.1485323698365673,2.0166837989682924,-2.8553054437813645,1,1,0,0.44
0,0,0.9636413973501868,-1.2410062319858066,1.7747204798136167,-3.228726296732506,1,0,0,0.41
1,0,0.5750473428011629,-0.7647782510907697,2.048749638967701,-1.9858329981708658,0,0,0,0.444
